abbrev	abstractCompound	charge	creationDate	deltaG	deltaGErr	formula	id	mass	modificationDate	name	owner	pKa	pKb	public	scope	stringcode	structuralCues
Robinin		0	1280902278	-549.28	5.63669	C33H40O19	cpd07067	740	1280902278	Robinin	master	8.51:42|9.73:40|12.26:13|12.72:47|13.15:17|13.80:20	-3.51:20|-3.51:50|-3.51:10|-3.74:17|-3.74:47|-3.74:13	1		CH2(CH(CH(OHCH(OHCH(OHCH(O(C(C(C(CH(CH(C(OHCH(CH{23})))))<23>O(C(CH(C(CH(C(OHC(C(O){28}){25}))O(CH(CH(OHCH(OHCH(OHCH(CH3O{5})))))<5>))))<25>)))<28>)O{2})))))<2>O(CH(CH(OHCH(OHCH(OHCH(CH3O{3})))))<3>))	RWCHWW:15|RWOW:4|WCH2W:1|PrimOH:11|WOW:3|WCH3:2|RWCdblWW:2|BWWCdblW:4|RWWCdblO:1|BTWWCdblW:2|BWCHdblW:6|Origin:1|OCCC:2|CCCC:1
Robustaflavone		-1	1280902278	-203.34	5.00646	C30H17O10	cpd07068	537	1280902278	Robustaflavone	master	6.75:14|7.39:40|8.24:24|8.89:28|10.80:10|11.45:39	-3.82:39|-3.94:10|-6.39:28|-6.53:24|-7.03:40|-7.15:14	1		CH(CH(C(OHCH(CH(C(C(CH(C(OC(C(CH(C(OHC(C(CH(C(CH(CH(C(OH){15}))C(CH(C(OC(C(CH(C(OHCH(C(OH){20})))O{17}))<20>)))<17>)))<15>C(OH){21})))O{16}))<21>)))<16>){1})))))<1>	BTWWCdblW:4|RWOW:2|BWCHdblW:10|BWWCdblW:10|RWWCdblO:2|RWCdblWW:2|PrimOH:5|RWCHdblW:2|WOneg:1|Origin:1|OCCC:4|CCCC:2
Santin		0	1280902278	-141.83	2.81509	C18H16O7	cpd07069	344	1280902278	Santin	master	7.62:16|11.58:10	-2.99:10|-6.16:24|-6.20:16|-6.84:14|-7.49:13	1		CH(CH(C(O(CH3)CH(CH(C(C(C(O(CH3)C(OC(C(CH(C(OHC(O(CH3)C(OH){9})))O{8}))<9>)))<8>){1})))))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:5|RWOW:1|BWCHdblW:5|RWCdblWW:2|PrimOH:2|WOW:3|WCH3:3|Origin:1|OCCC:2|CCCC:1
Schaftoside		-1	1280902278	-410.64	4.4	C26H27O14	cpd07070	563	1280902278	Schaftoside	master	6.41:16|8.72:35|10.79:17|12.72:38|13.24:36|13.80:39	-3.49:39|-3.49:36|-3.50:34|-3.54:30|-3.54:38|-3.93:17	1		CH2(CH(OHCH(OHCH(OHCH(C(C(C(C(OCH(C(C(CH(CH(C(OHCH(CH{18})))))<18>O{20})))C(OHC(CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{3})))))<3>C(OH){16}))))<20>)<16>O{1})))))<1>	RWCHWW:9|RWOW:3|RWCH2W:1|BWWCdblW:6|BTWWCdblW:2|RWWCdblO:1|RWCdblWW:1|WOneg:1|PrimOH:9|RWCHdblW:1|BWCHdblW:4|WCH2W:1|Origin:1|OCCC:2|CCCC:1
Sciadopitysin		-1	1280902278	-159.39	5.13189	C33H23O10	cpd07071	579	1280902278	Sciadopitysin	master	6.94:13|9.94:40|11.26:16|15.61:29|16.32:14	-3.82:16|-3.83:40|-5.90:33|-6.38:41|-6.86:20|-7.15:13	1		CH(CH(C(O(CH3)CH(CH(C(C(CH(C(OC(C(C(C(CH(C(CH(CH(C(O(CH3)){15}))C(CH(C(OC(C(CH(C(O(CH3)CH(C(OH){21})))O{18}))<21>)))<18>)))<15>C(OHCH(C(OH){22})))O{17}))<22>)))<17>){1})))))<1>	BTWWCdblW:4|BWWCdblW:10|RWOW:2|RWWCdblO:2|RWCdblWW:2|BWCHdblW:10|WOneg:1|RWCHdblW:2|PrimOH:2|WOW:3|WCH3:3|Origin:1|OCCC:4|CCCC:2
Scullcapflavone II		0	1280902278	-167.88	3.30068	C19H18O8	cpd07072	374	1280902278	Scullcapflavone II	master	8.05:25|11.06:11|15.19:12	-2.89:11|-6.20:23|-6.59:25|-6.74:17|-7.34:8|-8.03:13	1		CH(CH(C(O(CH3)C(C(CH(C(OC(C(C(O(CH3)C(O(CH3)C(O(CH3)C(OH){8})))O{5}))<8>)))<5>C(OHCH{1})))))<1>	BTWWCdblW:2|BWWCdblW:7|RWOW:1|RWWCdblO:1|WOW:4|RWCdblWW:1|PrimOH:2|RWCHdblW:1|WCH3:4|BWCHdblW:3|Origin:1|OCCC:2|CCCC:1
Scutellarein		-1	1280902278	-138.82	2.63895	C15H9O6	cpd07073	285	1280902278	Scutellarein	master	6.66:14|8.72:21|10.58:12|13.28:15|16.76:9	-4.16:12|-6.39:21|-6.59:15|-7.37:14|-7.76:10	1		CH(CH(C(OHCH(CH(C(C(CH(C(OC(C(CH(C(OHC(OHC(OH){10})))O{8}))<10>)))<8>){1})))))<1>	BTWWCdblW:2|RWOW:1|BWCHdblW:5|RWWCdblO:1|BWWCdblW:5|RWCdblWW:1|RWCHdblW:1|PrimOH:3|WOneg:1|Origin:1|OCCC:2|CCCC:1
Sexangularetin		-1	1280902278	-162.43	2.72942	C16H11O7	cpd07074	315	1280902278	Sexangularetin	master	4.61:17|7.99:14|9.59:23|12.04:13	-3.77:13|-6.20:14|-6.41:23|-6.90:8|-7.35:17|-8.65:11	1		CH(CH(C(OHCH(CH(C(C(C(OHC(OC(C(C(O(CH3)C(OHCH(C(OH){8})))O{9}))<8>)))<9>){1})))))<1>	BTWWCdblW:2|BWWCdblW:5|RWOW:1|RWWCdblO:1|WOW:1|RWCdblWW:2|BWCHdblW:5|PrimOH:3|WCH3:1|WOneg:1|Origin:1|OCCC:2|CCCC:1
Sinensetin		0	1280902278	-113.75	3.36209	C20H20O7	cpd07075	372	1280902278	Sinensetin	master	14.73:9	-6.05:23|-6.57:24|-7.10:15|-7.56:12|-8.06:10|-8.62:6	1		CH(CH(C(O(CH3)C(O(CH3)CH(C(C(CH(C(OC(C(CH(C(O(CH3)C(O(CH3)C(O(CH3)){9})))O{8}))<9>)))<8>){1})))))<1>	BTWWCdblW:2|BWWCdblW:6|RWWCdblO:1|WOW:5|RWOW:1|BWCHdblW:4|RWCHdblW:1|WCH3:5|RWCdblWW:1|Origin:1|OCCC:2|CCCC:1
Swertiajaponin		0	1280902278	-307.63	3.37879	C22H22O11	cpd07076	462	1280902278	Swertiajaponin	master	8.30:31|9.56:10|11.71:32|12.94:13|13.74:22|14.64:18	-2.90:23|-3.49:22|-3.50:18|-3.54:13|-3.93:10|-6.32:31	1		CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{1}))))C(C(O(CH3)CH(C(C(C(OCH(C(C(CH(CH(C(OHC(OHCH{12})))))<12>O{13})))C(OH){11}))<13>)))<11>)<1>	BWWCdblW:6|RWCHWW:5|RWOW:2|BWCHdblW:4|WOW:1|BTWWCdblW:2|PrimOH:7|RWWCdblO:1|WCH2W:1|RWCHdblW:1|RWCdblWW:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Tamarixetin		-1	1280902278	-162.43	2.72942	C16H11O7	cpd07077	315	1280902278	Tamarixetin	master	4.62:13|7.49:15|10.02:21|11.53:10	-3.85:10|-5.13:21|-6.63:22|-7.05:15|-7.34:13|-8.62:8	1		CH(CH(C(O(CH3)C(OHCH(C(C(C(OHC(OC(C(CH(C(OHCH(C(OH){8})))O{9}))<8>)))<9>){1})))))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:5|RWOW:1|BWCHdblW:5|RWCdblWW:2|PrimOH:3|WOneg:1|WOW:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Tambulin		-1	1280902278	-133.13	2.95795	C18H15O7	cpd07078	343	1280902278	Tambulin	master	4.74:17|10.73:13	-3.77:13|-6.11:24|-6.73:14|-7.29:17|-7.75:8|-8.81:11	1		CH(CH(C(O(CH3)CH(CH(C(C(C(OHC(OC(C(C(O(CH3)C(O(CH3)CH(C(OH){8})))O{9}))<8>)))<9>){1})))))<1>	BTWWCdblW:2|BWWCdblW:5|RWOW:1|RWWCdblO:1|WOW:3|RWCdblWW:2|BWCHdblW:5|PrimOH:1|WCH3:3|WOneg:1|Origin:1|OCCC:2|CCCC:1
Tangeretin		0	1280902278	-113.75	3.36209	C20H20O7	cpd07079	372	1280902278	Tangeretin	master	14.71:12	-6.02:26|-6.56:11|-7.10:8|-7.71:17|-8.25:14|-8.92:13	1		CH(CH(C(O(CH3)CH(CH(C(C(CH(C(OC(C(C(O(CH3)C(O(CH3)C(O(CH3)C(O(CH3)){8})))O{7}))<8>)))<7>){1})))))<1>	BTWWCdblW:2|BWWCdblW:6|RWOW:1|RWWCdblO:1|WOW:5|RWCdblWW:1|RWCHdblW:1|WCH3:5|BWCHdblW:4|Origin:1|OCCC:2|CCCC:1
Thymonin		0	1280902278	-182.53	3.11857	C18H16O8	cpd07080	360	1280902278	Thymonin	master	9.05:25|9.75:17|12.57:11|16.01:12	-4.08:11|-5.46:17|-5.53:25|-6.35:24|-6.92:8|-7.68:14	1		CH(CH(C(OHC(O(CH3)CH(C(C(CH(C(OC(C(C(O(CH3)C(O(CH3)C(OHC(OH){8})))O{6}))<8>)))<6>){1})))))<1>	BTWWCdblW:2|BWWCdblW:7|RWOW:1|RWWCdblO:1|WOW:3|RWCdblWW:1|PrimOH:3|RWCHdblW:1|WCH3:3|BWCHdblW:3|Origin:1|OCCC:2|CCCC:1
Tricetin		0	1280902278	-187	2.69108	C15H10O7	cpd07081	302	1280902278	Tricetin	master	7.09:14|7.73:22|11.02:10|11.62:20|13.47:21|16.90:7	-3.82:10|-6.38:20|-6.38:21|-7.03:14|-7.04:22|-7.75:8	1		CH(C(C(CH(C(OHC(OHC(OHCH{6})))))<6>O(C(CH(C(OHCH(C(OHC(C(O){1}){8})))))<8>)))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:6|RWOW:1|BWCHdblW:4|RWCHdblW:1|PrimOH:5|RWCdblWW:1|Origin:1|OCCC:2|CCCC:1
Tricin		0	1280902278	-157.7	2.77512	C17H14O7	cpd07082	330	1280902278	Tricin	master	7.27:14|8.65:22|11.27:10|16.39:7	-3.82:10|-5.86:22|-6.35:20|-7.03:21|-7.03:14|-7.89:8	1		CH(C(CH(C(O(CH3)C(OHC(O(CH3)){1})))C(CH(C(OC(C(CH(C(OHCH(C(OH){9})))O{7}))<9>)))<7>))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:6|RWOW:1|BWCHdblW:4|RWCHdblW:1|PrimOH:3|RWCdblWW:1|WOW:2|WCH3:2|Origin:1|OCCC:2|CCCC:1
Velloquercetin		-1	1280902278	-143.58	3.6664	C20H15O7	cpd07083	367	1280902278	Velloquercetin	master	4.82:16|8.86:27|10.38:10|12.55:24	-3.86:10|-6.32:24|-6.71:14|-6.74:27|-7.25:16|-8.60:12	1		CH2(CH(C(CH3CH2)O(C(CH(C(C(C(OC(OHC(C(CH(CH(C(OHC(OHCH{9})))))<9>O{10})))C(OHC{1,8})))<10>))<8>)))<1>	BTWWCdblW:4|RWOW:2|BWCHdblW:4|BWWCdblW:4|RWWCdblO:1|RWCdblWW:2|PrimOH:3|RWCH2W:1|WOneg:1|RWCHWW:1|WdblCWW:1|WCH3:1|WdblCH2:1|Origin:1|OCCC:2|CCCC:1
Vicenin-2		-1	1280902278	-448.86	4.52882	C27H29O15	cpd07084	593	1280902278	Vicenin-2	master	6.41:21|8.72:40|10.79:22|12.72:8|13.24:10|13.79:35	-3.49:10|-3.50:39|-3.50:9|-3.54:35|-3.54:8|-3.93:22	1		CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{1}))))C(C(C(C(OCH(C(C(CH(CH(C(OHCH(CH{18})))))<18>O{20})))C(OHC(CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{2})))))<2>C(OH){16}))))<20>)<16>)<1>	RWCHWW:10|RWOW:3|BWWCdblW:6|PrimOH:10|WCH2W:2|BTWWCdblW:2|RWWCdblO:1|RWCdblWW:1|WOneg:1|RWCHdblW:1|BWCHdblW:4|Origin:1|OCCC:2|CCCC:1
Violanthin		-1	1280902278	-412.63	4.49415	C27H29O14	cpd07085	577	1280902278	Violanthin	master	6.41:20|8.72:39|10.79:21|12.72:8|13.24:40|13.80:9	-3.49:40|-3.49:9|-3.50:38|-3.54:34|-3.54:8|-3.93:21	1		CH(CH(OHCH(OHCH(OHCH(CH3O{1}))))C(C(C(C(OCH(C(C(CH(CH(C(OHCH(CH{18})))))<18>O{20})))C(OHC(CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{2})))))<2>C(OH){16}))))<20>)<16>)<1>	RWCHWW:10|RWOW:3|BWWCdblW:6|PrimOH:9|WCH3:1|BTWWCdblW:2|RWWCdblO:1|RWCdblWW:1|WOneg:1|RWCHdblW:1|BWCHdblW:4|WCH2W:1|Origin:1|OCCC:2|CCCC:1
Wogonin		0	1280902278	-93.39	2.35176	C16H12O5	cpd07086	284	1280902278	Wogonin	master	7.81:14|11.79:10|15.89:7	-3.75:10|-6.18:14|-6.85:12|-7.88:8	1		CH(CH(CH(C(CH(CH{1})C(CH(C(OC(C(C(O(CH3)C(OHCH(C(OH){11})))O{9}))<11>)))<9>))))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:4|RWOW:1|RWCHdblW:1|BWCHdblW:6|PrimOH:2|WOW:1|RWCdblWW:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
(-)-Acanthocarpan		0	1280902278	-178.97	7.97156	C17H12O7	cpd07087	328	1280902278	(-)-Acanthocarpan	master	12.33:5	-3.97:5|-6.33:7|-6.84:10|-7.29:23|-7.82:18|-9.27:21	1		CH2(O(C(CH(C(C(OHCH2(O(C(C(C(CH(CH(C(CH(O(C(CH(C(O{1}){13})){10})){5}){17}))O(CH2(O{15}))))<15>)<17>)))<5>)<10>))<13>))<1>	TWWCWW:1|TWWCHW:1|BTWWCdblW:8|RWCH2W:3|PrimOH:1|RWOW:6|BWCHdblW:4|Origin:1
Afrormosin		0	1280902278	-78.74	2.4532	C17H14O5	cpd07088	298	1280902278	Afrormosin	master	7.92:14	-6.09:21|-6.13:14|-6.72:13|-7.92:8	1		CH(CH(C(O(CH3)CH(CH(C(C(CH(O(C(CH(C(OHC(O(CH3)CH(C(C(O){10}){11})))))<11>)))<10>){1})))))<1>	BTWWCdblW:2|RWWCdblO:1|BWCHdblW:6|RWOW:1|RWCdblWW:1|BWWCdblW:4|RWCHdblW:1|WOW:2|PrimOH:1|WCH3:2|Origin:1|OCCC:2|CCCC:1
Anhydroglycinol		0	1280902278	-51.01	3.69896	C15H10O4	cpd07089	254	1280902278	Anhydroglycinol	master	8.52:18|9.25:19	-3.21:4|-5.56:19|-6.05:18|-7.09:11	1		CH2(C(C(CH(CH(C(OHCH(C(O(C(C(CH(CH(C(OHCH(C(O{1}){12})))))<12>){8})){9})))))<9>)<8>)<1>	TWWCdblW:2|BTWWCdblW:4|RWOW:2|RWCH2W:1|BWCHdblW:6|BWWCdblW:2|PrimOH:2|Origin:1|HeteroAromatic:1
Betavulgarin		0	1280902278	-120.25	3.94548	C17H12O6	cpd07090	312	1280902278	Betavulgarin	master	8.66:21	-6.11:21|-6.78:6|-7.60:16|-8.30:10|-9.99:12	1		CH2(O(C(CH(C(C(C(O(CH3)C(O{1}){8})C(OC(CH(O{12})C(CH(CH(CH(CH(C(OH){11})))))<11>))))<12>))<8>))<1>	BTWWCdblW:4|BWWCdblW:3|RWWCdblO:1|WOW:1|BWCHdblW:5|RWOW:3|RWCdblWW:1|WCH3:1|RWCHdblW:1|RWCH2W:1|PrimOH:1|Origin:1|OCCC:2|CCCC:1
Bowdichione		0	1280902278	-113.61	2.78022	C16H10O6	cpd07091	298	1280902278	Bowdichione	master	7.07:22|14.02:6	-6.78:19|-7.39:22|-7.87:8	1		CH(CH(C(OHCH(C(C(C(OC(CH(O{10})C(CH(C(OC(O(CH3)CH(C(O){8})))))<8>))){1})<10>))))<1>	RWCdblWW:3|RWWCdblO:3|RWCHdblW:3|BTWWCdblW:2|RWOW:1|BWCHdblW:3|WOW:1|BWWCdblW:1|WCH3:1|PrimOH:1|Origin:1|OCCC:6|CCCC:1
Cajanin		0	1280902278	-132.87	2.50401	C16H12O6	cpd07092	300	1280902278	Cajanin	master	8.16:19|9.74:10|10.38:22	-3.83:10|-6.04:22|-6.17:19|-6.42:14|-8.00:8	1		CH(CH(C(OHCH(C(OHC(C(CH(O(C(CH(C(O(CH3)CH(C(OHC(C(O){7}){9})))))<9>)))<7>){1})))))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:5|BWCHdblW:5|RWOW:1|RWCdblWW:1|PrimOH:3|RWCHdblW:1|WOW:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Cajanol		0	1280902278	-123.99	2.50362	C17H16O6	cpd07093	316	1280902278	Cajanol	master	9.09:23|10.03:10|14.72:7	-3.82:10|-6.00:19|-6.02:23|-6.52:14|-7.08:6|-8.53:8	1		CH2(CH(C(CH(CH(C(OHCH(C(O(CH3)){8})))))<8>C(OC(C(CH(C(O(CH3)CH(C(OH){10})))O{1}))<10>)))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:5|BWCHdblW:5|RWOW:1|RWCHWW:1|PrimOH:2|RWCH2W:1|WOW:2|WCH3:2|Origin:1|OCCC:1
Coumestrol		0	1280902278	-90.14	3.44347	C15H8O5	cpd07094	268	1280902278	Coumestrol	master	8.25:20|9.17:19	-4.32:6|-5.56:19|-6.07:20|-8.46:10	1		CH(CH(C(OHCH(C(C(C(C(C(CH(CH(C(OHCH(C(O(C(O){9})){11})))))<11>O{8}))<9>){1})<8>))))<1>	TWWCdblW:2|BTWWCdblW:4|RWOCOW:1|RWOW:1|BWCHdblW:6|BWWCdblW:2|PrimOH:2|Origin:1|OCCC:1|HeteroAromatic:1
Cristacarpin		0	1280902278	-85.76	4.57631	C21H22O5	cpd07095	354	1280902278	Cristacarpin	master	9.11:20|12.41:7	-3.94:7|-6.02:20|-6.07:21|-6.64:12|-7.29:4	1		CH2(C(OHCH(C(CH(CH(C(OHCH(C(O{1}){11})))))<11>O(C(C(CH(CH(C(O(CH3)C(CH2(CH(C(CH3CH3)))){10})))){3})<10>)))<3>)<1>	TWWCHW:1|TWWCWW:1|BTWWCdblW:4|RWOW:2|RWCH2W:1|PrimOH:2|BWCHdblW:5|BWWCdblW:3|WCH2W:1|WOW:1|WCHdblW:1|WCH3:3|WdblCWW:1|Origin:1
Cyclokievitone		0	1280902278	-134.76	3.48942	C20H18O6	cpd07096	354	1280902278	Cyclokievitone	master	8.72:23|10.11:15|10.91:26|16.12:13	-3.78:15|-6.02:26|-6.08:23|-6.48:4|-7.18:11|-8.51:14	1		CH2(CH(C(CH(CH(C(OHCH(C(OH){10})))))<10>C(OC(C(C(CH(CH(C(CH3CH3O(C(CH(C(OH){14})){11})))))<11>O{1}))<14>)))<1>	BTWWCdblW:4|RWOW:2|RWCHdblW:2|RWWCdblO:1|BWWCdblW:4|RWCH2W:1|BWCHdblW:4|RWCHWW:1|PrimOH:3|RWWCWW:1|WCH3:2|Origin:1|OCCC:1|CCCC:1
Daidzein		0	1280902278	-68.56	2.22009	C15H10O4	cpd07097	254	1280902278	Daidzein	master	7.46:13|8.98:19	-6.00:19|-6.99:13|-7.77:8	1		CH(CH(C(OHCH(CH(C(C(CH(O(C(CH(C(OHCH(CH(C(C(O){11}){12})))))<12>)))<11>){1})))))<1>	BTWWCdblW:2|RWWCdblO:1|BWCHdblW:7|RWOW:1|RWCdblWW:1|RWCHdblW:1|BWWCdblW:3|PrimOH:2|Origin:1|OCCC:2|CCCC:1
Afzelechin-(4alpha->8)-afzelechin		0	1280902278	-233.96	4.66566	C30H26O10	cpd07098	546	1280902278	Afzelechin-(4alpha->8)-afzelechin	master	8.38:16|8.90:31|9.34:20|9.78:11|10.47:40|11.07:39	-3.17:33|-3.34:7|-5.83:40|-5.86:11|-5.96:39|-5.96:20	1		CH2(CH(OHCH(C(CH(CH(C(OHCH(CH{19})))))<19>O(C(C(C(OHCH(C(OHC(CH(CH(OHCH(C(CH(CH(C(OHCH(CH{20})))))<20>O(C(CH(C(OHCH(C(OHC{2,23})))))<23>))))<2>){24})))){1})<24>))))<1>	RWCHWW:5|BTWWCdblW:4|BWWCdblW:9|PrimOH:8|RWOW:2|BWCHdblW:11|RWCH2W:1|Origin:1
Agrimoniin		-3	1280902278	10000000	10000000	C82H51O52	cpd07099	1867	1280902278	Agrimoniin	master	5.10:134|6.44:40|6.82:22|7.09:103|7.34:123|7.62:104	-6.26:123|-6.73:8|-6.73:40|-6.73:103|-6.73:22|-6.73:104	1		CH2(CH(CH(CH(CH(CH(O(C(OC(CH(C(C(OHC(OHCH{24}))O(C(C(CH(C(OHC(OHC(OH){43})))C(OO(CH(CH(CH(CH(CH(CH2(O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){38})))C(OO{6})))<38>){26})))))<26>)))O{12}))<6>O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){42})))C(OO{10})))<42>){30})))))<30>))))<10>)<12>))))<43>))))<24>))O{3})O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){39})))C(OO{7})))<39>){31})))))<31>))))<7>O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){35})))C(OO{1})))<35>){27})))))<27>))))<3>)<1>	NoGroup:62|BWCHdblW:11|BWWCdblW:33|PrimOH:26|WOneg:3|RWCHWW:2|RWOW:2|WOCOW:2|WOW:1|Origin:1|OCCC:10
Alnusiin		-1	1280902278	10000000	10000000	C41H25O26	cpd07100	933	1280902278	Alnusiin	master	6.30:62|6.77:53|7.15:32|7.58:33|8.36:52|8.95:39	-4.79:39|-6.45:52|-6.52:30|-6.57:53|-6.73:32|-6.73:33	1		CH2(CH(CH(CH(CH(CH(OHO{2})O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){18})))C(OO{4})))<18>){14})))))<14>))))<4>O(C(OC(CH(C(OHC(OHC(C(C(C(CH(C(OHC(C(OH){20}O(C(C(CH(C(OHC(OHC(OH){21})))C(OO{1})))<21>))))C(OO{22})))<20>){12})<22>))))<12>))))<2>)<1>	NoGroup:35|RWCHWW:1|RWOW:1|BWCHdblW:5|BWWCdblW:12|PrimOH:13|BTWWCdblW:2|RWOCOW:1|WOneg:1|Origin:1|OCCC:5
Casuarictin		-1	1280902278	10000000	10000000	C41H27O26	cpd07101	935	1280902278	Casuarictin	master	6.56:59|6.99:55|7.34:67|7.78:62|10.23:65|10.71:48	-6.52:65|-6.52:54|-6.52:44|-6.52:48|-6.73:67|-6.73:62	1		CH2(CH(CH(CH(CH(CH(O(C(OC(CH(C(OHC(OHC(OHCH{13})))))<13>))O{2})O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){20})))C(OO{4})))<20>){17})))))<17>))))<4>O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){18})))C(OO{1})))<18>){15})))))<15>))))<2>)<1>	NoGroup:31|RWCHWW:1|RWOW:1|WOCOW:1|BWCHdblW:6|BWWCdblW:16|PrimOH:14|WOneg:1|Origin:1|OCCC:5
Casuarinin		-1	1280902278	10000000	10000000	C41H27O26	cpd07102	935	1280902278	Casuarinin	master	6.52:48|6.95:55|7.32:47|7.75:51|10.09:41|10.72:46	-6.51:41|-6.52:46|-6.52:38|-6.53:40|-6.73:55|-6.73:51	1		CH2(CH(CH(CH(CH(CH(OHC(C(C(C(C(CH(C(OHC(OHC(OH){20})))C(OO{4})))<20>C(OHC(OHC(OH){12})))C(OO{5})))<12>))<5>)<4>O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){18})))C(OO{1})))<18>){15})))))<15>)))O(C(OC(CH(C(OHC(OHC(OHCH{13})))))<13>))))<1>	NoGroup:34|PrimOH:15|BWCHdblW:5|BWWCdblW:16|WOneg:1|WOCOW:1|Origin:1|OCCC:5
Chebulagic acid		-1	1280902278	10000000	10000000	C41H29O27	cpd07103	953	1280902278	Chebulagic acid	master	3.15:67|6.72:49|7.20:54|7.64:50|8.38:37|10.48:46	-4.78:46|-6.41:37|-6.52:52|-6.52:42|-6.71:50|-6.73:54	1		CH2(CH(CH(CH(CH(CH(O(C(OC(CH(C(OHC(OHC(OHCH{16})))))<16>))O{2})O(C(OC(CH(C(OHC(OHC(C(CH(CH(CH2(C(OHO))C(OO{3}))CH(OHC(OO{22})))){17})<22>))))<17>)))O(C(OC(CH(C(OHC(OHC(OHC(C(C(CH(C(OHC(OHC(OH){20})))C(OO{1})))<20>){19})))))<19>))))<3>)<2>)<1>	NoGroup:33|RWCHWW:2|RWOW:1|WOCOW:1|BWWCdblW:12|BWCHdblW:5|PrimOH:12|BTWWCdblW:1|RWOCOW:1|WCH2W:1|WCOOn:1|Origin:1|OCCC:4
Chebulinic acid		-1	1280902278	10000000	10000000	C41H31O27	cpd07104	955	1280902278	Chebulinic acid	master	3.16:67|6.85:50|7.31:49|7.74:54|8.40:37|11.13:46	-4.78:46|-5.90:44|-5.90:45|-6.41:37|-6.71:54|-6.71:49	1		CH2(CH(CH(CH(CH(CH(O(C(OC(CH(C(OHC(OHC(OHCH{20})))))<20>))O{2})O(C(OC(CH(C(OHC(OHC(C(CH(CH(CH2(C(OHO))C(OO{3}))CH(OHC(OO{22})))){21})<22>))))<21>)))O(C(OC(CH(C(OHC(OHC(OHCH{19})))))<19>))))<3>)<2>O(C(OC(CH(C(OHC(OHC(OHCH{18})))))<18>)))	NoGroup:18|RWCHWW:3|WOCOW:3|RWOW:1|WCH2W:2|BWWCdblW:14|BWCHdblW:7|PrimOH:12|BTWWCdblW:1|RWOCOW:1|WCOOn:1|Origin:1|OCCC:4
Daidzin		0	1280902278	-227.04	3.00725	C21H20O9	cpd07105	416	1280902278	Daidzin	master	8.96:28|12.65:23|13.53:29|14.60:27|15.20:30	-2.90:30|-3.49:29|-3.51:27|-3.74:23|-4.11:17|-6.00:28	1		CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{1}))))O(C(CH(CH(C(C(CH{15}O(CH(C(C(CH(CH(C(OHCH(CH{14})))))<14>C(O){16})))))<16>)))<15>))<1>	BTWWCdblW:2|BWCHdblW:7|RWOW:2|RWWCdblO:1|BWWCdblW:3|RWCHdblW:1|RWCdblWW:1|WOW:1|RWCHWW:5|PrimOH:5|WCH2W:1|Origin:1|OCCC:2|CCCC:1
Cinchonain 1a		0	1280902278	-225.48	3.78842	C24H20O9	cpd07106	452	1280902278	Cinchonain 1a	master	8.23:17|8.71:32|9.20:27|12.16:33|12.76:30|14.27:23	-3.18:23|-6.09:17|-6.29:30|-6.29:33|-6.30:27|-6.30:32	1		CH2(CH(C(CH(CH(C(OHC(OHCH{14})))))<14>C(C(CH(C(OHC(CH2(CH(OHCH(C(CH(CH(C(OHC(OHCH{15})))))<15>O(C{13,16})))))<13>))O(C(O){1})))<16>))<1>	BTWWCdblW:4|RWCHWW:3|RWOW:1|BWWCdblW:7|RWCH2W:2|BWCHdblW:7|RWOCOW:1|PrimOH:6|Origin:1
